out	asmid	species	strain	locustag	busco	hlen	table	genome_fa
GCA_040113365.1_ASM4011336v1	GCA_040113365.1_ASM4011336v1	Hanseniaspora uvarum	YT-35	FF1801B7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_040113365.1_ASM4011336v1.fa.gz
GCA_050947565.1_ASM5094756v1	GCA_050947565.1_ASM5094756v1	Hanseniaspora valbyensis	AWRI5764_G3	F44BD14E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050947565.1_ASM5094756v1.fa.gz
GCA_001664025.1_Hanva1_1	GCA_001664025.1_Hanva1_1	Hanseniaspora valbyensis	NRRL Y-1626	F2A33AF8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001664025.1_Hanva1_1.fa.gz
GCA_030567375.1_ASM3056737v1	GCA_030567375.1_ASM3056737v1	Hanseniaspora valbyensis	NRRL Y-1626T	F821D4B9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030567375.1_ASM3056737v1.fa.gz
GCA_050947685.1_ASM5094768v1	GCA_050947685.1_ASM5094768v1	Hanseniaspora vineae	AWRI5769_A2	FBA9D71D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050947685.1_ASM5094768v1.fa.gz
GCA_059469745.1_ASM5946974v1	GCA_059469745.1_ASM5946974v1	Hanseniaspora vineae	CC-ZZ6	F0291D40	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059469745.1_ASM5946974v1.fa.gz
GCA_004919945.1_ASM491994v1	GCA_004919945.1_ASM491994v1	Hanseniaspora vineae	NRRL Y-17529	F574E71D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_004919945.1_ASM491994v1.fa.gz
GCA_002141495.2_FQ23_norm_haplo	GCA_002141495.2_FQ23_norm_haplo	Hanseniaspora vineae	T02-05AF	F918C9E7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002141495.2_FQ23_norm_haplo.fa.gz
GCA_000585475.3_FQ_Hvineae_v3	GCA_000585475.3_FQ_Hvineae_v3	Hanseniaspora vineae	T02-19AF	F42AB132	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000585475.3_FQ_Hvineae_v3.fa.gz
GCA_980648035.1_TUCC00000404	GCA_980648035.1_TUCC00000404	Hansenula anomala		FFFE9B29	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_980648035.1_TUCC00000404.fa.gz
GCA_046457575.1_Ther_W.ano11_1	GCA_046457575.1_Ther_W.ano11_1	Hansenula anomala	A30-11-Y3	FFB37F49	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_046457575.1_Ther_W.ano11_1.fa.gz
GCA_025531715.1_ASM2553171v1	GCA_025531715.1_ASM2553171v1	Hansenula anomala	B1607	F88AA305	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025531715.1_ASM2553171v1.fa.gz
GCA_029620085.1_IBGE_Wicker_BKK11-4	GCA_029620085.1_IBGE_Wicker_BKK11-4	Hansenula anomala	BKK11-4	FADC7541	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029620085.1_IBGE_Wicker_BKK11-4.fa.gz
GCA_051991505.1_ASM5199150v1	GCA_051991505.1_ASM5199150v1	Hansenula anomala	BT3	FCA19547	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051991505.1_ASM5199150v1.fa.gz
GCA_050059845.1_UEES_CpEC_2.1	GCA_050059845.1_UEES_CpEC_2.1	Hansenula anomala	CpEC_Uees	F5527F00	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050059845.1_UEES_CpEC_2.1.fa.gz
GCA_017654905.1_ASM1765490v1	GCA_017654905.1_ASM1765490v1	Hansenula anomala	H01_10C	FE402897	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_017654905.1_ASM1765490v1.fa.gz
GCA_965211605.1_WaIMDO010110_assembly	GCA_965211605.1_WaIMDO010110_assembly	Hansenula anomala	IMDO 010110	F062F41F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_965211605.1_WaIMDO010110_assembly.fa.gz
GCA_053455635.1_ASM5345563v1	GCA_053455635.1_ASM5345563v1	Hansenula anomala	K955	F860B7A7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_053455635.1_ASM5345563v1.fa.gz
GCA_046457535.1_Macr_Wano_K_1	GCA_046457535.1_Macr_Wano_K_1	Hansenula anomala	KCTC 27761	FB430765	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_046457535.1_Macr_Wano_K_1.fa.gz
GCA_019321675.1_ASM1932167v1	GCA_019321675.1_ASM1932167v1	Hansenula anomala	KG16	FEAB1185	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_019321675.1_ASM1932167v1.fa.gz
GCA_009707815.1_ASM970781v1	GCA_009707815.1_ASM970781v1	Hansenula anomala	LBCM1105	F45EE2CE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_009707815.1_ASM970781v1.fa.gz
GCA_026545305.1_WickAnom_M1_INAB_v1	GCA_026545305.1_WickAnom_M1_INAB_v1	Hansenula anomala	M1	F77E7533	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_026545305.1_WickAnom_M1_INAB_v1.fa.gz
GCA_038087105.1_ASM3808710v1	GCA_038087105.1_ASM3808710v1	Hansenula anomala	M10	FF42D665	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038087105.1_ASM3808710v1.fa.gz
GCA_026545255.1_WickAnom_M2_INAB_v1	GCA_026545255.1_WickAnom_M2_INAB_v1	Hansenula anomala	M2	FBEF351F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_026545255.1_WickAnom_M2_INAB_v1.fa.gz
GCA_026544955.1_WickAnom_M2_INAB_v1	GCA_026544955.1_WickAnom_M2_INAB_v1	Hansenula anomala	M3	FC74C4AD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_026544955.1_WickAnom_M2_INAB_v1.fa.gz
GCA_021208015.1_ASM2120801v1	GCA_021208015.1_ASM2120801v1	Hansenula anomala	MBY2396	F844FFA4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021208015.1_ASM2120801v1.fa.gz
GCA_052576265.1_ASM5257626v1	GCA_052576265.1_ASM5257626v1	Hansenula anomala	NBRC 10213	FAA0157C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_052576265.1_ASM5257626v1.fa.gz
GCA_029581785.1_ASM2958178v1	GCA_029581785.1_ASM2958178v1	Hansenula anomala	NCYC 432	F8FD7671	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029581785.1_ASM2958178v1.fa.gz
GCA_034641345.1_ASM3464134v1	GCA_034641345.1_ASM3464134v1	Hansenula anomala	NIGAB	FD2BEFC5	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_034641345.1_ASM3464134v1.fa.gz
GCA_039877555.1_ASM3987755v1	GCA_039877555.1_ASM3987755v1	Hansenula anomala	NIGAB-Y4	F07D23A3	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_039877555.1_ASM3987755v1.fa.gz
GCA_000147375.2_WaNRRLY366_v02	GCA_000147375.2_WaNRRLY366_v02	Hansenula anomala	NRRL Y-366	F948C9EF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000147375.2_WaNRRLY366_v02.fa.gz
GCF_001661255.1_Wican1	GCF_001661255.1_Wican1	Hansenula anomala	NRRL Y-366-8	F2B84358	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_001661255.1_Wican1.fa.gz
GCA_021014285.1_ASM2101428v1	GCA_021014285.1_ASM2101428v1	Hansenula anomala	Y-1	F992F347	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021014285.1_ASM2101428v1.fa.gz
GCA_047495715.1_ASM4749571v1	GCA_047495715.1_ASM4749571v1	Hansenula anomala	Y-5	FAF6265C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_047495715.1_ASM4749571v1.fa.gz
GCA_021020675.1_ASM2102067v1	GCA_021020675.1_ASM2102067v1	Hansenula anomala	YF1503	F44F9877	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021020675.1_ASM2102067v1.fa.gz
GCA_018344405.1_ASM1834440v1	GCA_018344405.1_ASM1834440v1	Hansenula ciferrii	NRRL Y-1031	F23B5E89	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_018344405.1_ASM1834440v1.fa.gz
GCF_000313485.1_ASM31348v1	GCF_000313485.1_ASM31348v1	Hansenula ciferrii	NRRL Y-1031 F-60-10	F983C1B1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_000313485.1_ASM31348v1.fa.gz
GCA_030582155.1_ASM3058215v1	GCA_030582155.1_ASM3058215v1	Hansenula lynferdii	NRRL Y-7723	FCBF7C60	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030582155.1_ASM3058215v1.fa.gz
GCA_030674255.1_ASM3067425v1	GCA_030674255.1_ASM3067425v1	Hansenula queroliae	NRRL Y-48478	F15A108C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030674255.1_ASM3067425v1.fa.gz
GCA_030574755.1_ASM3057475v1	GCA_030574755.1_ASM3057475v1	Hansenula silvicultrix	NRRL Y-7789	F26CF372	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030574755.1_ASM3057475v1.fa.gz
GCA_037041065.1_ASM3704106v1	GCA_037041065.1_ASM3704106v1	Hansenula sp. DX7706-1	DX7706-1	FBEF3245	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037041065.1_ASM3704106v1.fa.gz
GCA_037041675.1_ASM3704167v1	GCA_037041675.1_ASM3704167v1	Hansenula sp. PG92-11	PG92-11	F3AEC7D1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037041675.1_ASM3704167v1.fa.gz
GCA_037042445.1_ASM3704244v1	GCA_037042445.1_ASM3704244v1	Hansenula sp. Y91-04	Y91-04	F6D19CAE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037042445.1_ASM3704244v1.fa.gz
GCA_030571095.1_ASM3057109v1	GCA_030571095.1_ASM3057109v1	Hansenula sp. yHMH451	yHMH451	F4FFFA93	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030571095.1_ASM3057109v1.fa.gz
GCA_046457555.1_Macr_Wsub_A_1	GCA_046457555.1_Macr_Wsub_A_1	Hansenula subpelliculosa	CBS 5767	FA5F4D3E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_046457555.1_Macr_Wsub_A_1.fa.gz
GCA_030582255.1_ASM3058225v1	GCA_030582255.1_ASM3058225v1	Hansenula subpelliculosa	NRRL Y-1683	F716E8A9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030582255.1_ASM3058225v1.fa.gz
GCA_046457515.1_Macr_Wsub_1	GCA_046457515.1_Macr_Wsub_1	Hansenula subpelliculosa	SMY04	FCA4EAF0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_046457515.1_Macr_Wsub_1.fa.gz
GCA_030574735.1_ASM3057473v1	GCA_030574735.1_ASM3057473v1	Hansenula sydowiorum	NRRL Y-7130	FD03BA51	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030574735.1_ASM3057473v1.fa.gz
GCA_006538405.1_Dp_01	GCA_006538405.1_Dp_01	Hansfordia pulvinata	414-3	FB35EBCC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_006538405.1_Dp_01.fa.gz
GCA_027569265.1_ASM2756926v1	GCA_027569265.1_ASM2756926v1	Hansfordia pulvinata	NRRL 20747	FA41CC31	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_027569265.1_ASM2756926v1.fa.gz
GCA_037952705.1_ASM3795270v1	GCA_037952705.1_ASM3795270v1	Haplographium delicatum	CBS 482.67	FAC740C3	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037952705.1_ASM3795270v1.fa.gz
GCA_015500155.1_UCR_MorNRRLA12553_1.0	GCA_015500155.1_UCR_MorNRRLA12553_1.0	Haplosporangium bisporale	Z 9	F884BED1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_015500155.1_UCR_MorNRRLA12553_1.0.fa.gz
GCA_015499985.1_UCR_McamNRRL2610_1.0	GCA_015499985.1_UCR_McamNRRL2610_1.0	Haplosporangium gracile	Z 33	F67CED83	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_015499985.1_UCR_McamNRRL2610_1.0.fa.gz
GCA_015529505.1_UCR_HspNRRLA10739_1.0	GCA_015529505.1_UCR_HspNRRLA10739_1.0	Haplosporangium sp. Z 11	Z 11	F44DA700	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_015529505.1_UCR_HspNRRLA10739_1.0.fa.gz
GCA_015529795.1_UCR_MspNRRL3175_1.0	GCA_015529795.1_UCR_MspNRRL3175_1.0	Haplosporangium sp. Z 27	Z 27	FA482AEE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_015529795.1_UCR_MspNRRL3175_1.0.fa.gz
GCA_015529515.1_UCR_MspNRRLA10996_1.0	GCA_015529515.1_UCR_MspNRRLA10996_1.0	Haplosporangium sp. Z 767	Z 767	F97E7B85	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_015529515.1_UCR_MspNRRLA10996_1.0.fa.gz
GCA_965197235.1_Hapsidospora_chrysogena_CGMCC3.3795	GCA_965197235.1_Hapsidospora_chrysogena_CGMCC3.3795	Hapsidospora chrysogena		F379C868	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_965197235.1_Hapsidospora_chrysogena_CGMCC3.3795.fa.gz
GCA_000769265.1_ASM76926v1	GCA_000769265.1_ASM76926v1	Hapsidospora chrysogena	ATCC 11550	F3B85E4E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000769265.1_ASM76926v1.fa.gz
GCA_051201255.1_ASM5120125v1	GCA_051201255.1_ASM5120125v1	Hapsidospora chrysogena	CGMCC3.3795	FD4B38B0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051201255.1_ASM5120125v1.fa.gz
GCA_045834035.1_AChy_HY_K103	GCA_045834035.1_AChy_HY_K103	Hapsidospora chrysogena	RNCM 408D	F9258C5C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_045834035.1_AChy_HY_K103.fa.gz
GCA_014183095.1_ASM1418309v1	GCA_014183095.1_ASM1418309v1	Harringtonia aguacate	PL1004	FC551C9A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_014183095.1_ASM1418309v1.fa.gz
GCA_050613675.1_ASM5061367v1	GCA_050613675.1_ASM5061367v1	Harringtonia lauricola	2021000003	F67F05F6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050613675.1_ASM5061367v1.fa.gz
GCA_004153705.1_R_l_C2646_a5	GCA_004153705.1_R_l_C2646_a5	Harringtonia lauricola	CBS 129006	FF59F2DF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_004153705.1_R_l_C2646_a5.fa.gz
GCA_014183025.1_ASM1418302v1	GCA_014183025.1_ASM1418302v1	Harringtonia lauricola	RL4	FAEA20F5	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_014183025.1_ASM1418302v1.fa.gz
GCA_002778145.1_ASM277814v1	GCA_002778145.1_ASM277814v1	Harringtonia lauricola	RL570	FB27145B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002778145.1_ASM277814v1.fa.gz
GCA_038091155.1_MICH254595-Tylopilus-chromapes	GCA_038091155.1_MICH254595-Tylopilus-chromapes	Harrya chromipes	MICH254595	F4B35EC1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038091155.1_MICH254595-Tylopilus-chromapes.fa.gz
GCA_038090215.1_NY2072388-Harrya-chromapes	GCA_038090215.1_NY2072388-Harrya-chromapes	Harrya chromipes	NY2072388	F87DE42F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038090215.1_NY2072388-Harrya-chromapes.fa.gz
GCA_002917075.1_HLIG_V1.0	GCA_002917075.1_HLIG_V1.0	Hawksworthiomyces lignivorus	CBS 119148	F74C6441	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002917075.1_HLIG_V1.0.fa.gz
GCA_052323695.1_ASM5232369v1	GCA_052323695.1_ASM5232369v1	Hazslinszkyomyces aptrootii	CBS 483.95	F88E7037	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_052323695.1_ASM5232369v1.fa.gz
GCA_000827355.1_Hebeloma_cylindrosporum_h7_v2.0	GCA_000827355.1_Hebeloma_cylindrosporum_h7_v2.0	Hebeloma cylindrosporum	h7	F4C9B4FE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000827355.1_Hebeloma_cylindrosporum_h7_v2.0.fa.gz
GCA_058411305.1_ASM5841130v1	GCA_058411305.1_ASM5841130v1	Hebeloma velutipes	PMI1Jessy	FDDAC683	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_058411305.1_ASM5841130v1.fa.gz
GCA_038094615.1_BD623-Heimioporus	GCA_038094615.1_BD623-Heimioporus	Heimioporus aff. retisporus	UT-M0002027	F758E30B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038094615.1_BD623-Heimioporus.fa.gz
GCA_038094715.1_BAKO2-Heimioporus-punctisporus	GCA_038094715.1_BAKO2-Heimioporus-punctisporus	Heimioporus punctisporus	UT-M0002080	F6B60C73	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038094715.1_BAKO2-Heimioporus-punctisporus.fa.gz
GCA_038090495.1_NY1115402-Heimioporus-retisporus	GCA_038090495.1_NY1115402-Heimioporus-retisporus	Heimioporus retisporus	NY1115402	F9E14CD0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038090495.1_NY1115402-Heimioporus-retisporus.fa.gz
GCA_041722515.1_CTN08-043-Heimioporus-sp	GCA_041722515.1_CTN08-043-Heimioporus-sp	Heimioporus sp. TRTC157243	TRTC157243	FC3A1932	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_041722515.1_CTN08-043-Heimioporus-sp.fa.gz
GCA_030563325.1_ASM3056332v1	GCA_030563325.1_ASM3056332v1	Helenozyma melibiosica	NRRL Y-17076	FF7A0A4D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030563325.1_ASM3056332v1.fa.gz
GCA_030573355.1_ASM3057335v1	GCA_030573355.1_ASM3057335v1	Helenozyma rhizophorensis	NRRL Y-48382	F7AB0556	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030573355.1_ASM3057335v1.fa.gz
GCA_002573585.1_Heli_gris_5409_V1	GCA_002573585.1_Heli_gris_5409_V1	Helicocarpus griseus	UAMH5409	F861C127	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002573585.1_Heli_gris_5409_V1.fa.gz
GCA_052323675.1_ASM5232367v1	GCA_052323675.1_ASM5232367v1	Helicoceras oryzae	CBS 194.31	F417D980	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_052323675.1_ASM5232367v1.fa.gz
GCA_040366295.1_Hpulcur_1.0	GCA_040366295.1_Hpulcur_1.0	Helicostylum pulchrum	KT1b	FAC0D8D0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_040366295.1_Hpulcur_1.0.fa.gz
GCA_025677825.1_Helpul1	GCA_025677825.1_Helpul1	Helicostylum pulchrum	RSA 2064	FB7A4188	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_025677825.1_Helpul1.fa.gz
GCA_004369045.1_Helsul1	GCA_004369045.1_Helsul1	Heliocybe sulcata	OMC1185	F6438517	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_004369045.1_Helsul1.fa.gz
GCA_000498615.1_Hsolani1.0	GCA_000498615.1_Hsolani1.0	Helminthosporium solani	B-AC-16A	F38A12FC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000498615.1_Hsolani1.0.fa.gz
GCA_022560085.1_ASM2256008v1	GCA_022560085.1_ASM2256008v1	Helminthosporium solani	CBS 640.85	FED4D5BC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022560085.1_ASM2256008v1.fa.gz
GCA_040368945.1_JCM_3928_assembly_v001	GCA_040368945.1_JCM_3928_assembly_v001	Helostroma bacarum	JCM 3928	FDCC6BB8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_040368945.1_JCM_3928_assembly_v001.fa.gz
GCA_000292665.1_ASM29266v1	GCA_000292665.1_ASM29266v1	Helotiales sp. EF0021		FD6060B1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000292665.1_ASM29266v1.fa.gz
GCA_002554605.1_Helotiales_sp._F229_1.0	GCA_002554605.1_Helotiales_sp._F229_1.0	Helotiales sp. F229	F229	FA5D59DF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002554605.1_Helotiales_sp._F229_1.0.fa.gz
GCA_038091035.1_MICH40049-Boletus-hortonii	GCA_038091035.1_MICH40049-Boletus-hortonii	Hemileccinum hortonii	MICH40049	FA882F73	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038091035.1_MICH40049-Boletus-hortonii.fa.gz
